Placa,Data de Utilizacao
GIA7B06,22/07/2024
PXD7G42,22/07/2024
GIA7B06,22/07/2024
DWH6543,22/07/2024
FLL4673,20/07/2024
FLL4673,20/07/2024
FLL4673,19/07/2024
PXD7G42,19/07/2024
GIA7B06,19/07/2024
GIY1B04,19/07/2024
PXD7G42,19/07/2024
534695,19/07/2024
GIA7B06,19/07/2024
PXD7G42,19/07/2024
GIY1B04,19/07/2024
GIA7B06,19/07/2024
QUA2G54,19/07/2024
FLL4673,19/07/2024
DWH6543,18/07/2024
FLL4673,18/07/2024
PXD7G42,18/07/2024
BQU4D69,18/07/2024
GIA7B06,18/07/2024
BQU4D69,18/07/2024
GIY1B04,18/07/2024
PXD7G42,18/07/2024
GIA7B06,18/07/2024
PXD7G42,18/07/2024
GIA7B06,18/07/2024
FLL4673,18/07/2024
QUA2G54,18/07/2024
DWH6543,18/07/2024
FLL4673,17/07/2024
PXD7G42,17/07/2024
GIA7B06,17/07/2024
PXD7G42,17/07/2024
GIA7B06,17/07/2024
PXD7G42,17/07/2024
GIA7B06,17/07/2024
FLL4673,17/07/2024
FLL4673,16/07/2024
DWH6543,16/07/2024
PXD7G42,16/07/2024
GIA7B06,16/07/2024
PXD7G42,16/07/2024
GIA7B06,16/07/2024
PXD7G42,16/07/2024
GIA7B06,16/07/2024
FLL4673,16/07/2024
QUA2G54,16/07/2024
DWH6543,16/07/2024
FLL4673,15/07/2024
PXD7G42,15/07/2024
EIB4306,15/07/2024
GIA7B06,15/07/2024
ERF3783,15/07/2024
PXD7G42,15/07/2024
GIY1B04,15/07/2024
GIA7B06,15/07/2024
PXD7G42,15/07/2024
EIB4306,15/07/2024
GIA7B06,15/07/2024
FLL4673,15/07/2024
QUA2G54,15/07/2024
QUA2G54,13/07/2024
FLL4673,12/07/2024
DWH6543,12/07/2024
PXD7G42,12/07/2024
GIY1B04,12/07/2024
GIA7B06,12/07/2024
PXD7G42,12/07/2024
GIY1B04,12/07/2024
GIA7B06,12/07/2024
PXD7G42,12/07/2024
GIY1B04,12/07/2024
GIA7B06,12/07/2024
DWH6543,12/07/2024
QUA2G54,12/07/2024
DWH6543,11/07/2024
PXD7G42,11/07/2024
GIA7B06,11/07/2024
EIB4306,11/07/2024
PXD7G42,11/07/2024
FLL4673,11/07/2024
FLL4673,11/07/2024
GIA7B06,11/07/2024
PXD7G42,11/07/2024
EIB4306,11/07/2024
GIA7B06,11/07/2024
QUA2G54,11/07/2024
FLL4673,11/07/2024
DWH6543,11/07/2024
FLL4673,10/07/2024
PXD7G42,10/07/2024
PWS9889,10/07/2024
DWH6543,10/07/2024
GIA7B06,10/07/2024
PXD7G42,10/07/2024
GIA7B06,10/07/2024
PXD7G42,10/07/2024
GIA7B06,10/07/2024
FLL4673,10/07/2024
DWH6543,10/07/2024
FLL4673,08/07/2024
PXD7G42,08/07/2024
DWH6543,08/07/2024
GIA7B06,08/07/2024
PXD7G42,08/07/2024
099737,08/07/2024
GIA7B06,08/07/2024
GIY1B04,08/07/2024
PXD7G42,08/07/2024
GIA7B06,08/07/2024
DWH6543,08/07/2024
FLL4673,08/07/2024
FLL4673,06/07/2024
FLL4673,06/07/2024
DWH6543,05/07/2024
FLL4673,05/07/2024
PXD7G42,05/07/2024
GIY1B04,05/07/2024
GIA7B06,05/07/2024
PXD7G42,05/07/2024
GIA7B06,05/07/2024
PXD7G42,05/07/2024
GIA7B06,05/07/2024
DWH6543,05/07/2024
QUA2G54,05/07/2024
DWH6543,04/07/2024
PXD7G42,04/07/2024
GIY1B04,04/07/2024
GIA7B06,04/07/2024
PXD7G42,04/07/2024
FYX6I43,04/07/2024
PXD7G42,04/07/2024
FYX6I43,04/07/2024
QUA2G54,04/07/2024
DWH6543,04/07/2024
DWH6543,03/07/2024
PXD7G42,03/07/2024
GIA7B06,03/07/2024
PXD7G42,03/07/2024
GIY1B04,03/07/2024
GIA7B06,03/07/2024
BQU4D69,03/07/2024
GIG7685,03/07/2024
PXD7G42,03/07/2024
BQU4D69,03/07/2024
GIA7B06,03/07/2024
DWH6543,03/07/2024
GIG7685,02/07/2024
DWH6543,02/07/2024
PXD7G42,02/07/2024
GIA7B06,02/07/2024
FLL4673,02/07/2024
FLL4673,02/07/2024
PXD7G42,02/07/2024
GIA7B06,02/07/2024
PXD7G42,02/07/2024
GIA7B06,02/07/2024
DWH6543,02/07/2024
QUA2G54,02/07/2024
GIG7685,01/07/2024
DWH6543,01/07/2024
PXD7G42,01/07/2024
GIY1B04,01/07/2024
GIA7B06,01/07/2024
PXD7G42,01/07/2024
498114,01/07/2024
GIY1B04,01/07/2024
GIA7B06,01/07/2024
PXD7G42,01/07/2024
GIA7B06,01/07/2024
DWH6543,01/07/2024
QUA2G54,01/07/2024
